2015-07-11 14:00:01			INFO		Starting Server


2015-07-11 15:00:01			INFO		Starting Server


2015-07-11 16:00:01			INFO		Starting Server


2015-07-11 17:00:01			INFO		Starting Server


2015-07-11 18:00:01			INFO		Starting Server


2015-07-11 19:00:02			INFO		Starting Server


2015-07-11 20:00:02			INFO		Starting Server


2015-07-11 21:00:01			INFO		Starting Server


2015-07-11 22:00:01			INFO		Starting Server


2015-07-11 23:00:01			INFO		Starting Server


2015-07-12 00:00:01			INFO		Starting Server


2015-07-12 01:00:01			INFO		Starting Server


2015-07-12 02:00:01			INFO		Starting Server


2015-07-12 03:00:01			INFO		Starting Server


2015-07-12 03:50:31			INFO		Starting Server


2015-07-12 05:00:01			INFO		Starting Server


2015-07-12 06:00:01			INFO		Starting Server


2015-07-12 07:00:02			INFO		Starting Server


2015-07-12 08:00:01			INFO		Starting Server


2015-07-12 09:00:01			INFO		Starting Server


2015-07-12 10:00:01			INFO		Starting Server


2015-07-12 11:00:01			INFO		Starting Server


2015-07-12 12:00:01			INFO		Starting Server


2015-07-12 13:00:01			INFO		Starting Server


2015-07-12 14:00:01			INFO		Starting Server


2015-07-12 15:00:02			INFO		Starting Server


2015-07-12 16:00:02			INFO		Starting Server


2015-07-12 17:00:01			INFO		Starting Server


2015-07-12 18:00:01			INFO		Starting Server


2015-07-12 19:00:01			INFO		Starting Server


2015-07-12 20:00:01			INFO		Starting Server


2015-07-12 21:00:01			INFO		Starting Server


2015-07-12 22:00:01			INFO		Starting Server


2015-07-12 23:00:01			INFO		Starting Server


2015-07-13 00:00:01			INFO		Starting Server


2015-07-13 01:00:02			INFO		Starting Server


2015-07-13 02:00:02			INFO		Starting Server


2015-07-13 03:00:01			INFO		Starting Server


2015-07-13 04:00:01			INFO		Starting Server


2015-07-13 05:00:01			INFO		Starting Server


2015-07-13 06:00:01			INFO		Starting Server


