2015-07-15 16:20:01			INFO		Starting Server
2015-07-15 17:28:46	Client: dredger1;2015-07-15 17:28:24;0;Close;0;Close;0;0;Off;0;0;Off;0x8;0x8;0x0;0x0
2015-07-15 17:28:46	Packet: 2015-07-15 17:28:24
2015-07-15 17:29:35	Client: dredger1;2015-07-15 17:29:10;0;Close;0;Close;0;0;Off;0;0;Off;0x8;0x8;0x0;0x0
2015-07-15 17:29:35	Packet: 2015-07-15 17:29:10
2015-07-15 17:30:01			INFO		Starting Server


2015-07-15 17:30:20	Packet: 2015-07-15 17:29:58
2015-07-15 17:31:08	Packet: 2015-07-15 17:30:43
2015-07-15 17:31:57	Packet: 2015-07-15 17:31:31
2015-07-15 17:32:42	Packet: 2015-07-15 17:32:20
2015-07-15 17:33:28	Packet: 2015-07-15 17:33:05
2015-07-15 17:34:15	Packet: 2015-07-15 17:33:52
2015-07-15 17:35:02	Packet: 2015-07-15 17:34:38
2015-07-15 17:35:47	Packet: 2015-07-15 17:35:26
2015-07-15 17:36:32	Packet: 2015-07-15 17:36:09
2015-07-15 17:37:30	Packet: 2015-07-15 17:36:56
2015-07-15 17:38:17	Packet: 2015-07-15 17:37:53
2015-07-15 17:39:03	Packet: 2015-07-15 17:38:39
2015-07-15 17:39:49	Packet: 2015-07-15 17:39:27
2015-07-15 17:40:01			INFO		Starting Server


2015-07-15 17:40:35	Packet: 2015-07-15 17:40:12
2015-07-15 17:41:23	Packet: 2015-07-15 17:40:58
2015-07-15 17:42:09	Packet: 2015-07-15 17:41:46
2015-07-15 17:42:54	Packet: 2015-07-15 17:42:32
2015-07-15 17:43:39	Packet: 2015-07-15 17:43:16
2015-07-15 17:44:23	Packet: 2015-07-15 17:44:02
2015-07-15 17:45:15	Packet: 2015-07-15 17:44:46
2015-07-15 17:46:01	Packet: 2015-07-15 17:45:38
2015-07-15 17:46:45	Packet: 2015-07-15 17:46:24
2015-07-15 17:47:33	Packet: 2015-07-15 17:47:08
2015-07-15 17:48:20	Packet: 2015-07-15 17:47:58
2015-07-15 17:49:04	Packet: 2015-07-15 17:48:42
2015-07-15 17:49:50	Packet: 2015-07-15 17:49:26
2015-07-15 17:50:01			INFO		Starting Server


2015-07-15 17:50:39	Packet: 2015-07-15 17:50:13
2015-07-15 17:51:26	Packet: 2015-07-15 17:51:02
2015-07-15 17:52:10	Packet: 2015-07-15 17:51:49
2015-07-15 17:52:54	Packet: 2015-07-15 17:52:32
2015-07-15 17:53:38	Packet: 2015-07-15 17:53:16
2015-07-15 17:54:23	Packet: 2015-07-15 17:54:00
2015-07-15 17:55:08	Packet: 2015-07-15 17:54:47
2015-07-15 17:55:53	Packet: 2015-07-15 17:55:30
2015-07-15 17:56:39	Packet: 2015-07-15 17:56:16
2015-07-15 17:57:26	Packet: 2015-07-15 17:57:03
2015-07-15 17:58:14	Packet: 2015-07-15 17:57:49
2015-07-15 17:59:28	Packet: 2015-07-15 17:58:39
2015-07-15 18:00:02			INFO		Starting Server


2015-07-15 18:00:20	Packet: 2015-07-15 17:59:42
2015-07-15 18:00:57	Packet: 2015-07-15 18:00:28
2015-07-15 18:01:49	Packet: 2015-07-15 18:01:20
2015-07-15 18:02:13	Packet: 2015-07-15 18:01:20
2015-07-15 18:02:36	Packet: 2015-07-15 18:02:15
2015-07-15 18:03:25	Packet: 2015-07-15 18:02:58
2015-07-15 18:04:14	Packet: 2015-07-15 18:03:48
2015-07-15 18:05:00	Packet: 2015-07-15 18:04:38
2015-07-15 18:05:45	Packet: 2015-07-15 18:05:22
2015-07-15 18:06:30	Packet: 2015-07-15 18:06:08
2015-07-15 18:07:14	Packet: 2015-07-15 18:06:52
2015-07-15 18:07:59	Packet: 2015-07-15 18:07:37
2015-07-15 18:08:45	Packet: 2015-07-15 18:08:22
2015-07-15 18:09:34	Packet: 2015-07-15 18:09:08
2015-07-15 18:10:01			INFO		Starting Server


2015-07-15 18:10:21	Packet: 2015-07-15 18:09:57
2015-07-15 18:11:14	Packet: 2015-07-15 18:10:44
2015-07-15 18:11:40	Packet: 2015-07-15 18:10:44
2015-07-15 18:12:12	Packet: 2015-07-15 18:11:43
2015-07-15 18:12:26	Packet: 2015-07-15 18:11:43
2015-07-15 18:12:39	Packet: 2015-07-15 18:11:43
2015-07-15 18:13:07	Packet: 2015-07-15 18:12:42
2015-07-15 18:13:55	Packet: 2015-07-15 18:13:31
2015-07-15 18:14:42	Packet: 2015-07-15 18:14:18
2015-07-15 18:15:30	Packet: 2015-07-15 18:15:05
2015-07-15 18:16:23	Packet: 2015-07-15 18:15:53
2015-07-15 18:17:23	Packet: 2015-07-15 18:16:45
2015-07-15 18:18:09	Packet: 2015-07-15 18:17:47
2015-07-15 18:18:55	Packet: 2015-07-15 18:18:32
2015-07-15 18:19:41	Packet: 2015-07-15 18:19:18
2015-07-15 18:20:01			INFO		Starting Server


2015-07-15 18:20:27	Packet: 2015-07-15 18:20:04
2015-07-15 18:21:17	Packet: 2015-07-15 18:20:50
2015-07-15 18:22:10	Packet: 2015-07-15 18:21:40
2015-07-15 18:22:56	Packet: 2015-07-15 18:22:33
2015-07-15 18:23:41	Packet: 2015-07-15 18:23:19
2015-07-15 18:24:27	Packet: 2015-07-15 18:24:04
2015-07-15 18:25:12	Packet: 2015-07-15 18:24:50
2015-07-15 18:25:56	Packet: 2015-07-15 18:25:34
2015-07-15 18:26:43	Packet: 2015-07-15 18:26:19
2015-07-15 18:27:31	Packet: 2015-07-15 18:27:06
2015-07-15 18:28:17	Packet: 2015-07-15 18:27:54
2015-07-15 18:29:03	Packet: 2015-07-15 18:28:40
2015-07-15 18:29:51	Packet: 2015-07-15 18:29:26
2015-07-15 18:30:02			INFO		Starting Server


2015-07-15 18:30:36	Packet: 2015-07-15 18:30:13
2015-07-15 18:31:21	Packet: 2015-07-15 18:30:59
2015-07-15 18:32:15	Packet: 2015-07-15 18:31:44
2015-07-15 18:32:40	Packet: 2015-07-15 18:31:44
2015-07-15 18:33:04	Packet: 2015-07-15 18:32:42
2015-07-15 18:33:51	Packet: 2015-07-15 18:33:28
2015-07-15 18:34:37	Packet: 2015-07-15 18:34:14
2015-07-15 18:35:24	Packet: 2015-07-15 18:35:01
2015-07-15 18:36:12	Packet: 2015-07-15 18:35:47
2015-07-15 18:36:57	Packet: 2015-07-15 18:36:35
2015-07-15 18:37:40	Packet: 2015-07-15 18:37:19
2015-07-15 18:38:26	Packet: 2015-07-15 18:38:02
2015-07-15 18:39:10	Packet: 2015-07-15 18:38:48
2015-07-15 18:39:55	Packet: 2015-07-15 18:39:32
2015-07-15 18:40:01			INFO		Starting Server


2015-07-15 18:40:43	Packet: 2015-07-15 18:40:19
2015-07-15 18:41:29	Packet: 2015-07-15 18:41:05
2015-07-15 18:42:15	Packet: 2015-07-15 18:41:52
2015-07-15 18:43:00	Packet: 2015-07-15 18:42:38
2015-07-15 18:43:46	Packet: 2015-07-15 18:43:23
2015-07-15 18:44:33	Packet: 2015-07-15 18:44:09
2015-07-15 18:45:19	Packet: 2015-07-15 18:44:57
2015-07-15 18:46:04	Packet: 2015-07-15 18:45:42
2015-07-15 18:46:51	Packet: 2015-07-15 18:46:26
2015-07-15 18:47:38	Packet: 2015-07-15 18:47:15
2015-07-15 18:48:25	Packet: 2015-07-15 18:48:01
2015-07-15 18:49:12	Packet: 2015-07-15 18:48:48
2015-07-15 18:49:59	Packet: 2015-07-15 18:49:35
2015-07-15 18:50:02			INFO		Starting Server


2015-07-15 18:50:45	Packet: 2015-07-15 18:50:22
2015-07-15 18:51:30	Packet: 2015-07-15 18:51:08
2015-07-15 18:52:21	Packet: 2015-07-15 18:51:52
2015-07-15 18:53:06	Packet: 2015-07-15 18:52:44
2015-07-15 18:53:53	Packet: 2015-07-15 18:53:29
2015-07-15 18:54:40	Packet: 2015-07-15 18:54:17
2015-07-15 18:55:26	Packet: 2015-07-15 18:55:03
2015-07-15 18:56:14	Packet: 2015-07-15 18:55:50
2015-07-15 18:57:00	Packet: 2015-07-15 18:56:37
2015-07-15 18:57:47	Packet: 2015-07-15 18:57:23
2015-07-15 18:58:37	Packet: 2015-07-15 18:58:11
2015-07-15 18:59:23	Packet: 2015-07-15 18:59:00
2015-07-15 19:00:02			INFO		Starting Server


2015-07-15 19:00:08	Packet: 2015-07-15 18:59:46
2015-07-15 19:00:53	Packet: 2015-07-15 19:00:31
2015-07-15 19:01:38	Packet: 2015-07-15 19:01:15
2015-07-15 19:02:24	Packet: 2015-07-15 19:02:01
2015-07-15 19:03:09	Packet: 2015-07-15 19:02:47
2015-07-15 19:03:55	Packet: 2015-07-15 19:03:32
2015-07-15 19:04:39	Packet: 2015-07-15 19:04:17
2015-07-15 19:05:24	Packet: 2015-07-15 19:05:01
2015-07-15 19:06:09	Packet: 2015-07-15 19:05:47
2015-07-15 19:06:54	Packet: 2015-07-15 19:06:32
2015-07-15 19:07:41	Packet: 2015-07-15 19:07:17
2015-07-15 19:08:34	Packet: 2015-07-15 19:08:03
2015-07-15 19:09:21	Packet: 2015-07-15 19:08:57
2015-07-15 19:10:02			INFO		Starting Server


2015-07-15 19:10:05	Packet: 2015-07-15 19:09:43
2015-07-15 19:10:49	Packet: 2015-07-15 19:10:27
2015-07-15 19:11:36	Packet: 2015-07-15 19:11:11
2015-07-15 19:12:25	Packet: 2015-07-15 19:11:59
2015-07-15 19:13:09	Packet: 2015-07-15 19:12:46
2015-07-15 19:13:55	Packet: 2015-07-15 19:13:32
2015-07-15 19:14:44	Packet: 2015-07-15 19:14:18
2015-07-15 19:15:32	Packet: 2015-07-15 19:15:07
2015-07-15 19:16:17	Packet: 2015-07-15 19:15:55
2015-07-15 19:17:02	Packet: 2015-07-15 19:16:39
2015-07-15 19:17:47	Packet: 2015-07-15 19:17:25
2015-07-15 19:18:34	Packet: 2015-07-15 19:18:10
2015-07-15 19:19:22	Packet: 2015-07-15 19:18:57
2015-07-15 19:20:02			INFO		Starting Server


2015-07-15 19:20:07	Packet: 2015-07-15 19:19:44
2015-07-15 19:20:52	Packet: 2015-07-15 19:20:30
2015-07-15 19:21:38	Packet: 2015-07-15 19:21:15
2015-07-15 19:22:24	Packet: 2015-07-15 19:22:01
2015-07-15 19:23:09	Packet: 2015-07-15 19:22:47
2015-07-15 19:23:55	Packet: 2015-07-15 19:23:32
2015-07-15 19:24:42	Packet: 2015-07-15 19:24:18
2015-07-15 19:25:27	Packet: 2015-07-15 19:25:04
2015-07-15 19:26:14	Packet: 2015-07-15 19:25:50
2015-07-15 19:26:59	Packet: 2015-07-15 19:26:36
2015-07-15 19:27:45	Packet: 2015-07-15 19:27:23
2015-07-15 19:28:31	Packet: 2015-07-15 19:28:07
2015-07-15 19:29:16	Packet: 2015-07-15 19:28:54
2015-07-15 19:30:02			INFO		Starting Server


2015-07-15 19:30:34	Packet: 2015-07-15 19:29:39
2015-07-15 19:31:00	Packet: 2015-07-15 19:30:37
2015-07-15 19:31:45	Packet: 2015-07-15 19:31:22
2015-07-15 19:32:33	Packet: 2015-07-15 19:32:08
2015-07-15 19:33:19	Packet: 2015-07-15 19:32:56
2015-07-15 19:34:04	Packet: 2015-07-15 19:33:42
2015-07-15 19:34:49	Packet: 2015-07-15 19:34:26
2015-07-15 19:35:34	Packet: 2015-07-15 19:35:11
2015-07-15 19:36:19	Packet: 2015-07-15 19:35:56
2015-07-15 19:37:05	Packet: 2015-07-15 19:36:42
2015-07-15 19:37:49	Packet: 2015-07-15 19:37:28
2015-07-15 19:38:34	Packet: 2015-07-15 19:38:12
2015-07-15 19:39:19	Packet: 2015-07-15 19:38:55
2015-07-15 19:40:01			INFO		Starting Server


2015-07-15 19:40:06	Packet: 2015-07-15 19:39:43
2015-07-15 19:40:51	Packet: 2015-07-15 19:40:28
2015-07-15 19:41:35	Packet: 2015-07-15 19:41:13
2015-07-15 19:42:19	Packet: 2015-07-15 19:41:57
2015-07-15 19:43:11	Packet: 2015-07-15 19:42:42
2015-07-15 19:43:57	Packet: 2015-07-15 19:43:34
2015-07-15 19:44:45	Packet: 2015-07-15 19:44:20
2015-07-15 19:45:33	Packet: 2015-07-15 19:45:08
2015-07-15 19:46:20	Packet: 2015-07-15 19:45:56
2015-07-15 19:47:06	Packet: 2015-07-15 19:46:43
2015-07-15 19:47:53	Packet: 2015-07-15 19:47:28
2015-07-15 19:48:38	Packet: 2015-07-15 19:48:16
2015-07-15 19:49:23	Packet: 2015-07-15 19:49:00
2015-07-15 19:50:01			INFO		Starting Server


2015-07-15 19:50:11	Packet: 2015-07-15 19:49:45
2015-07-15 19:50:57	Packet: 2015-07-15 19:50:34
2015-07-15 19:51:44	Packet: 2015-07-15 19:51:20
2015-07-15 19:52:27	Packet: 2015-07-15 19:52:05
2015-07-15 19:53:13	Packet: 2015-07-15 19:52:50
2015-07-15 19:53:59	Packet: 2015-07-15 19:53:37
2015-07-15 19:54:43	Packet: 2015-07-15 19:54:22
2015-07-15 19:55:29	Packet: 2015-07-15 19:55:06
2015-07-15 19:56:15	Packet: 2015-07-15 19:55:52
2015-07-15 19:57:00	Packet: 2015-07-15 19:56:38
2015-07-15 19:57:53	Packet: 2015-07-15 19:57:22
2015-07-15 19:58:39	Packet: 2015-07-15 19:58:15
2015-07-15 19:59:28	Packet: 2015-07-15 19:59:01
2015-07-15 20:00:01			INFO		Starting Server


2015-07-15 20:00:13	Packet: 2015-07-15 19:59:51
2015-07-15 20:00:57	Packet: 2015-07-15 20:00:35
2015-07-15 20:01:41	Packet: 2015-07-15 20:01:18
2015-07-15 20:02:36	Packet: 2015-07-15 20:02:02
2015-07-15 20:02:44	Packet: 2015-07-15 20:02:02
2015-07-15 20:03:21	Packet: 2015-07-15 20:02:57
2015-07-15 20:04:06	Packet: 2015-07-15 20:03:43
2015-07-15 20:04:51	Packet: 2015-07-15 20:04:28
2015-07-15 20:05:36	Packet: 2015-07-15 20:05:12
2015-07-15 20:06:22	Packet: 2015-07-15 20:05:58
2015-07-15 20:07:06	Packet: 2015-07-15 20:06:44
2015-07-15 20:07:19	Packet: 2015-07-15 20:06:44
2015-07-15 20:08:01	Packet: 2015-07-15 20:07:33
2015-07-15 20:08:47	Packet: 2015-07-15 20:08:23
2015-07-15 20:09:34	Packet: 2015-07-15 20:09:09
2015-07-15 20:10:01			INFO		Starting Server


2015-07-15 20:10:18	Packet: 2015-07-15 20:09:57
2015-07-15 20:11:03	Packet: 2015-07-15 20:10:40
2015-07-15 20:11:49	Packet: 2015-07-15 20:11:26
2015-07-15 20:12:35	Packet: 2015-07-15 20:12:12
2015-07-15 20:13:20	Packet: 2015-07-15 20:12:58
2015-07-15 20:14:04	Packet: 2015-07-15 20:13:42
2015-07-15 20:14:50	Packet: 2015-07-15 20:14:26
2015-07-15 20:15:37	Packet: 2015-07-15 20:15:13
2015-07-15 20:16:22	Packet: 2015-07-15 20:15:59
2015-07-15 20:17:17	Packet: 2015-07-15 20:16:45
2015-07-15 20:18:07	Packet: 2015-07-15 20:17:40
2015-07-15 20:19:07	Packet: 2015-07-15 20:18:30
2015-07-15 20:19:52	Packet: 2015-07-15 20:19:29
2015-07-15 20:20:01			INFO		Starting Server


2015-07-15 20:20:38	Packet: 2015-07-15 20:20:15
2015-07-15 20:21:24	Packet: 2015-07-15 20:21:01
2015-07-15 20:22:09	Packet: 2015-07-15 20:21:47
2015-07-15 20:22:56	Packet: 2015-07-15 20:22:32
2015-07-15 20:23:41	Packet: 2015-07-15 20:23:19
2015-07-15 20:24:26	Packet: 2015-07-15 20:24:04
2015-07-15 20:25:11	Packet: 2015-07-15 20:24:48
2015-07-15 20:25:56	Packet: 2015-07-15 20:25:33
2015-07-15 20:26:43	Packet: 2015-07-15 20:26:19
2015-07-15 20:27:29	Packet: 2015-07-15 20:27:05
2015-07-15 20:28:15	Packet: 2015-07-15 20:27:51
2015-07-15 20:29:01	Packet: 2015-07-15 20:28:38
2015-07-15 20:29:54	Packet: 2015-07-15 20:29:24
2015-07-15 20:30:01			INFO		Starting Server


2015-07-15 20:30:40	Packet: 2015-07-15 20:30:17
2015-07-15 20:31:27	Packet: 2015-07-15 20:31:03
2015-07-15 20:32:12	Packet: 2015-07-15 20:31:50
2015-07-15 20:32:57	Packet: 2015-07-15 20:32:34
2015-07-15 20:33:42	Packet: 2015-07-15 20:33:19
2015-07-15 20:34:29	Packet: 2015-07-15 20:34:05
2015-07-15 20:35:11	Packet: 2015-07-15 20:34:51
2015-07-15 20:35:59	Packet: 2015-07-15 20:35:33
2015-07-15 20:36:44	Packet: 2015-07-15 20:36:21
2015-07-15 20:37:29	Packet: 2015-07-15 20:37:07
2015-07-15 20:38:19	Packet: 2015-07-15 20:37:51
2015-07-15 20:39:04	Packet: 2015-07-15 20:38:41
2015-07-15 20:39:52	Packet: 2015-07-15 20:39:27
2015-07-15 20:40:01			INFO		Starting Server


2015-07-15 20:40:37	Packet: 2015-07-15 20:40:14
2015-07-15 20:41:33	Packet: 2015-07-15 20:41:00
2015-07-15 20:42:18	Packet: 2015-07-15 20:41:56
2015-07-15 20:43:04	Packet: 2015-07-15 20:42:41
2015-07-15 20:43:52	Packet: 2015-07-15 20:43:27
2015-07-15 20:44:38	Packet: 2015-07-15 20:44:14
2015-07-15 20:45:23	Packet: 2015-07-15 20:45:00
2015-07-15 20:46:07	Packet: 2015-07-15 20:45:44
2015-07-15 20:46:53	Packet: 2015-07-15 20:46:30
2015-07-15 20:47:38	Packet: 2015-07-15 20:47:14
2015-07-15 20:48:23	Packet: 2015-07-15 20:48:01
2015-07-15 20:49:07	Packet: 2015-07-15 20:48:45
2015-07-15 20:50:01			INFO		Starting Server


2015-07-15 20:50:33	Packet: 2015-07-15 20:49:30
2015-07-15 20:51:00	Packet: 2015-07-15 20:50:35
2015-07-15 20:51:43	Packet: 2015-07-15 20:51:21
2015-07-15 20:52:29	Packet: 2015-07-15 20:52:05
2015-07-15 20:53:14	Packet: 2015-07-15 20:52:51
2015-07-15 20:53:58	Packet: 2015-07-15 20:53:36
2015-07-15 20:54:47	Packet: 2015-07-15 20:54:21
2015-07-15 20:55:33	Packet: 2015-07-15 20:55:10
2015-07-15 20:56:19	Packet: 2015-07-15 20:55:55
2015-07-15 20:57:07	Packet: 2015-07-15 20:56:44
2015-07-15 20:57:51	Packet: 2015-07-15 20:57:29
2015-07-15 20:58:37	Packet: 2015-07-15 20:58:13
2015-07-15 20:59:24	Packet: 2015-07-15 20:58:59
2015-07-15 21:00:01			INFO		Starting Server


2015-07-15 21:00:09	Packet: 2015-07-15 20:59:46
2015-07-15 21:00:53	Packet: 2015-07-15 21:00:31
2015-07-15 21:01:39	Packet: 2015-07-15 21:01:15
2015-07-15 21:02:24	Packet: 2015-07-15 21:02:01
2015-07-15 21:03:11	Packet: 2015-07-15 21:02:46
2015-07-15 21:03:57	Packet: 2015-07-15 21:03:34
2015-07-15 21:04:42	Packet: 2015-07-15 21:04:20
2015-07-15 21:05:27	Packet: 2015-07-15 21:05:04
2015-07-15 21:06:14	Packet: 2015-07-15 21:05:49
2015-07-15 21:07:00	Packet: 2015-07-15 21:06:37
2015-07-15 21:07:46	Packet: 2015-07-15 21:07:23
2015-07-15 21:08:31	Packet: 2015-07-15 21:08:09
2015-07-15 21:09:19	Packet: 2015-07-15 21:08:54
2015-07-15 21:10:02			INFO		Starting Server


2015-07-15 21:10:09	Packet: 2015-07-15 21:09:42
2015-07-15 21:10:46	Packet: 2015-07-15 21:10:23
2015-07-15 21:11:50	Packet: 2015-07-15 21:11:09
2015-07-15 21:12:33	Packet: 2015-07-15 21:12:11
2015-07-15 21:13:19	Packet: 2015-07-15 21:12:56
2015-07-15 21:14:06	Packet: 2015-07-15 21:13:42
2015-07-15 21:14:50	Packet: 2015-07-15 21:14:28
2015-07-15 21:15:34	Packet: 2015-07-15 21:15:12
2015-07-15 21:16:21	Packet: 2015-07-15 21:15:56
2015-07-15 21:17:05	Packet: 2015-07-15 21:16:43
2015-07-15 21:17:51	Packet: 2015-07-15 21:17:27
2015-07-15 21:18:38	Packet: 2015-07-15 21:18:13
2015-07-15 21:19:22	Packet: 2015-07-15 21:19:00
2015-07-15 21:20:01			INFO		Starting Server


2015-07-15 21:20:13	Packet: 2015-07-15 21:19:43
2015-07-15 21:20:59	Packet: 2015-07-15 21:20:36
2015-07-15 21:21:44	Packet: 2015-07-15 21:21:22
2015-07-15 21:22:35	Packet: 2015-07-15 21:22:06
2015-07-15 21:23:20	Packet: 2015-07-15 21:22:56
2015-07-15 21:24:07	Packet: 2015-07-15 21:23:42
2015-07-15 21:24:52	Packet: 2015-07-15 21:24:30
2015-07-15 21:25:38	Packet: 2015-07-15 21:25:14
2015-07-15 21:26:24	Packet: 2015-07-15 21:26:01
2015-07-15 21:27:20	Packet: 2015-07-15 21:26:47
2015-07-15 21:28:04	Packet: 2015-07-15 21:27:42
2015-07-15 21:28:49	Packet: 2015-07-15 21:28:26
2015-07-15 21:29:35	Packet: 2015-07-15 21:29:12
2015-07-15 21:30:02			INFO		Starting Server


2015-07-15 21:30:20	Packet: 2015-07-15 21:29:57
2015-07-15 21:31:13	Packet: 2015-07-15 21:30:43
2015-07-15 21:32:00	Packet: 2015-07-15 21:31:35
2015-07-15 21:32:48	Packet: 2015-07-15 21:32:23
2015-07-15 21:33:33	Packet: 2015-07-15 21:33:09
2015-07-15 21:34:26	Packet: 2015-07-15 21:33:56
2015-07-15 21:35:11	Packet: 2015-07-15 21:34:48
2015-07-15 21:35:56	Packet: 2015-07-15 21:35:34
2015-07-15 21:36:40	Packet: 2015-07-15 21:36:18
2015-07-15 21:37:27	Packet: 2015-07-15 21:37:02
2015-07-15 21:38:10	Packet: 2015-07-15 21:37:48
2015-07-15 21:38:55	Packet: 2015-07-15 21:38:32
2015-07-15 21:39:40	Packet: 2015-07-15 21:39:18
2015-07-15 21:40:01			INFO		Starting Server


2015-07-15 21:40:27	Packet: 2015-07-15 21:40:01
2015-07-15 21:41:12	Packet: 2015-07-15 21:40:50
2015-07-15 21:41:56	Packet: 2015-07-15 21:41:34
2015-07-15 21:42:41	Packet: 2015-07-15 21:42:18
2015-07-15 21:50:01			INFO		Starting Server


2015-07-15 21:50:35	Packet: 2015-07-15 21:50:11
2015-07-15 21:51:03	Packet: 2015-07-15 21:48:04
2015-07-15 21:51:28	Packet: 2015-07-15 21:51:04
2015-07-15 21:51:56	Packet: 2015-07-15 21:49:10
2015-07-15 21:52:22	Packet: 2015-07-15 21:51:57
2015-07-15 21:53:07	Packet: 2015-07-15 21:52:45
2015-07-15 21:53:52	Packet: 2015-07-15 21:53:29
2015-07-15 21:54:41	Packet: 2015-07-15 21:54:15
2015-07-15 21:55:27	Packet: 2015-07-15 21:55:03
2015-07-15 21:56:12	Packet: 2015-07-15 21:55:49
2015-07-15 21:56:57	Packet: 2015-07-15 21:56:34
2015-07-15 21:57:42	Packet: 2015-07-15 21:57:20
2015-07-15 21:58:26	Packet: 2015-07-15 21:58:03
2015-07-15 21:59:11	Packet: 2015-07-15 21:58:49
2015-07-15 21:59:57	Packet: 2015-07-15 21:59:34
2015-07-15 22:00:01			INFO		Starting Server


2015-07-15 22:00:46	Packet: 2015-07-15 22:00:18
2015-07-15 22:01:30	Packet: 2015-07-15 22:01:08
2015-07-15 22:02:17	Packet: 2015-07-15 22:01:53
2015-07-15 22:03:01	Packet: 2015-07-15 22:02:39
2015-07-15 22:03:48	Packet: 2015-07-15 22:03:22
2015-07-15 22:04:39	Packet: 2015-07-15 22:04:10
2015-07-15 22:05:25	Packet: 2015-07-15 22:05:00
2015-07-15 22:06:10	Packet: 2015-07-15 22:05:46
2015-07-15 22:06:56	Packet: 2015-07-15 22:06:32
2015-07-15 22:07:41	Packet: 2015-07-15 22:07:18
2015-07-15 22:08:26	Packet: 2015-07-15 22:08:03
2015-07-15 22:09:12	Packet: 2015-07-15 22:08:49
2015-07-15 22:09:56	Packet: 2015-07-15 22:09:33
2015-07-15 22:10:02			INFO		Starting Server


2015-07-15 22:10:39	Packet: 2015-07-15 22:10:17
2015-07-15 22:11:24	Packet: 2015-07-15 22:11:02
2015-07-15 22:12:08	Packet: 2015-07-15 22:11:46
2015-07-15 22:12:53	Packet: 2015-07-15 22:12:30
2015-07-15 22:13:38	Packet: 2015-07-15 22:13:15
2015-07-15 22:14:26	Packet: 2015-07-15 22:14:01
2015-07-15 22:15:12	Packet: 2015-07-15 22:14:49
2015-07-15 22:15:57	Packet: 2015-07-15 22:15:35
2015-07-15 22:16:43	Packet: 2015-07-15 22:16:20
2015-07-15 22:17:29	Packet: 2015-07-15 22:17:06
2015-07-15 22:18:17	Packet: 2015-07-15 22:17:52
